"","RTIID","GID","JURISID","COUNTY","NAME","YEAR","CITY","STATE","ZIP","STATEFIPS","CNTYCODE","STRATUM","FINALWT","DESIGNWT","CLASS","STATUS","CONFPOPJUNE","CONFPOPJUNE_FLAG","CONFPOP","CONFPOP_FLAG","NCONPOP","NCONPOP_FLAG","TOTPOP","TOTPOP_FLAG","WEEK","WEEK_FLAG","WEEKN","WEEKN_FLAG","NONCITZ","NONCITZ_FLAG","ADULTM","ADULTM_FLAG","ADULTF","ADULTF_FLAG","JUVM","JUVM_FLAG","JUVF","JUVF_FLAG","TOTGENDER","TOTGENDER_FLAG","ADLTJUV","ADLTJUV_FLAG","CONV","CONV_FLAG","UNCONV","UNCONV_FLAG","TOTCONVSTATUS","TOTCONVSTATUS_FLAG","FELONY","FELONY_FLAG","MISD","MISD_FLAG","OTHEROFFSPEC","OTHEROFF","OTHEROFF_FLAG","TOTOFF","TOTOFF_FLAG","WHITE","WHITE_FLAG","BLACK","BLACK_FLAG","HISP","HISP_FLAG","AIAN","AIAN_FLAG","ASIAN","ASIAN_FLAG","NHOPI","NHOPI_FLAG","TWORACE","TWORACE_FLAG","OTHERRACESPEC","OTHERRACE","OTHERRACE_FLAG","RACEDK","RACEDK_FLAG","RACETOTAL","RACETOTAL_FLAG","MARSHALS","MARSHALS_FLAG","BOP","BOP_FLAG","ICE","ICE_FLAG","BIA","BIA_FLAG","OTHERFEDSPEC","OTHERFED","OTHERFED_FLAG","INSTATEPRIS","INSTATEPRIS_FLAG","OUTSTATEPRIS","OUTSTATEPRIS_FLAG","TRIBAL","TRIBAL_FLAG","INSTATEJAIL","INSTATEJAIL_FLAG","OUTSTATEJAIL","OUTSTATEJAIL_FLAG","OTHERHOLDTOT","OTHERHOLDTOT_FLAG","PEAKDATE","PEAKPOP","PEAKPOP_FLAG","ADPM","ADPM_FLAG","ADPF","ADPF_FLAG","ADP","ADP_FLAG","RATED","RATED_FLAG","ADMISM","ADMISM_FLAG","ADMISF","ADMISF_FLAG","ADMIS","ADMIS_FLAG","RELEASEM","RELEASEM_FLAG","RELEASEF","RELEASEF_FLAG","RELEASE","RELEASE_FLAG","EMONITOR","EMONITOR_FLAG","HOMEDETN","HOMEDETN_FLAG","COMMSRV","COMMSRV_FLAG","DAYREPORT","DAYREPORT_FLAG","PRETRIAL","PRETRIAL_FLAG","ALTWORK","ALTWORK_FLAG","TREATMENT","TREATMENT_FLAG","OTRNONCONFSPEC","OTRNONCONF","OTRNONCONF_FLAG","NONCONFD","NONCONFD_FLAG","CORRSTAFF","CORRSTAFF_FLAG","CORRSTAFFM","CORRSTAFFM_FLAG","CORRSTAFFF","CORRSTAFFF_FLAG","OTHERSTAFF","OTHERSTAFF_FLAG","OTHERSTAFFM","OTHERSTAFFM_FLAG","OTHERSTAFFF","OTHERSTAFFF_FLAG","TOTALSTAFF","TOTALSTAFF_FLAG"
"792",10958493,"441250250061000000000","441250250","WOOD COUNTY                                                                 ","WOOD COUNTY SHERIFFS OFFICE                                                                         ",2016,"QUITMAN                 ","(44) TX","75783     ","48","48499","(08) 8: 103 =< adp < 227 & juv = 0",5.15508193,4.90361452,18,"(1) Respondent",134,"(0) Reported",110,"(0) Reported",0,"(0) Reported",110,"(0) Reported","(0) No","(0) Reported",NA,NA,2,"(0) Reported",86,"(0) Reported",24,"(0) Reported",0,"(0) Reported",0,"(0) Reported",110,"(0) Reported",0,"(0) Reported",14,"(1) Estimated by respondent",96,"(1) Estimated by respondent",110,"(0) Reported",90,"(0) Reported",16,"(0) Reported","Parole Warrant                                    ",4,"(0) Reported",110,"(0) Reported",110,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",110,"(0) Reported",0,"(0) Reported",0,"(0) Reported",2,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",4,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",6,"(0) Reported",1,119,"(0) Reported",97,"(0) Reported",21,"(0) Reported",118,"(0) Reported",158,"(0) Reported",1025,"(0) Reported",383,"(0) Reported",1408,"(0) Reported",1037,"(0) Reported",371,"(0) Reported",1408,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",26,"(0) Reported",18,"(0) Reported",8,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",26,"(0) Reported"
"793",10958330,"441056056061000000000","446056056","HARTLEY COUNTY                                                              ","Dallam-Hartley County Jail                                                                          ",2016,"DALHART                 ","(44) TX","79022     ","48","48205","(12) 12: regional jails",1,1,26,"(1) Respondent",38,"(1) Estimated by respondent",21,"(1) Estimated by respondent",0,"(0) Reported",21,"(1) Estimated by respondent","(0) No","(0) Reported",NA,NA,0,"(1) Estimated by respondent",19,"(0) Reported",2,"(0) Reported",0,"(0) Reported",0,"(0) Reported",21,"(1) Estimated by respondent",0,"(0) Reported",6,"(1) Estimated by respondent",15,"(1) Estimated by respondent",21,"(1) Estimated by respondent",16,"(0) Reported",5,"(0) Reported","                                                  ",0,"(0) Reported",21,"(1) Estimated by respondent",9,"(0) Reported",4,"(0) Reported",7,"(0) Reported",0,"(0) Reported",1,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",21,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",3,34,"(0) Reported",28,"(1) Estimated by respondent",9,"(1) Estimated by respondent",37,"(1) Estimated by respondent",51,"(0) Reported",765,"(1) Estimated by respondent",215,"(1) Estimated by respondent",980,"(1) Estimated by respondent",748,"(1) Estimated by respondent",213,"(1) Estimated by respondent",961,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",15,"(0) Reported",8,"(0) Reported",7,"(0) Reported",4,"(0) Reported",0,"(0) Reported",4,"(0) Reported",19,"(0) Reported"
"794",10958299,"448019019060000014700","448019019","MILLER COUNTY                                                               ","BOWIE COUNTY SHERIFFS OFFICE                                                                        ",2016,"TEXARKANA               ","(44) TX","75501     ","05","05091","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",864,"(0) Reported",826,"(1) Estimated by respondent",0,"(0) Reported",826,"(0) Reported","(0) No","(0) Reported",NA,NA,0,"(0) Reported",740,"(0) Reported",85,"(0) Reported",1,"(0) Reported",0,"(0) Reported",826,"(1) Estimated by respondent",1,"(0) Reported",440,"(1) Estimated by respondent",386,"(1) Estimated by respondent",826,"(1) Estimated by respondent",613,"(1) Estimated by respondent",213,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",826,"(1) Estimated by respondent",409,"(0) Reported",393,"(0) Reported",20,"(0) Reported",3,"(0) Reported",1,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",826,"(1) Estimated by respondent",47,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",336,"(0) Reported",335,"(0) Reported",0,"(0) Reported",82,"(0) Reported",26,"(0) Reported",826,"(0) Reported",31,826,"(0) Reported",715,"(1) Estimated by respondent",78,"(0) Reported",793,"(1) Estimated by respondent",921,"(0) Reported",5890,"(0) Reported",2344,"(0) Reported",8234,"(0) Reported",4497,"(0) Reported",1872,"(0) Reported",6369,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",162,"(0) Reported",96,"(0) Reported",66,"(0) Reported",39,"(0) Reported",10,"(0) Reported",29,"(0) Reported",201,"(0) Reported"
"795",10958506,"448073073063000000000","448073073","FALLS COUNTY                                                                ","FALLS COUNTY SHERIFFS OFFICE                                                                        ",2016,"MARLIN                  ","(44) TX","76661     ","48","48145","(10) 10: =< adp < 40 & juv = 0",15.15689616,14.89999962,20,"(1) Respondent",40,"(1) Estimated by respondent",40,"(1) Estimated by respondent",0,"(0) Reported",40,"(1) Estimated by respondent","(1) Yes","(0) Reported",2,"(0) Reported",1,"(0) Reported",35,"(1) Estimated by respondent",5,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",40,"(1) Estimated by respondent",0,"(0) Reported",10,"(1) Estimated by respondent",30,"(1) Estimated by respondent",40,"(1) Estimated by respondent",20,"(1) Estimated by respondent",20,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",40,"(1) Estimated by respondent",10,"(1) Estimated by respondent",19,"(1) Estimated by respondent",10,"(1) Estimated by respondent",0,"(0) Reported",1,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",40,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",3,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",3,"(0) Reported",15,45,"(1) Estimated by respondent",30,"(1) Estimated by respondent",5,"(1) Estimated by respondent",35,"(1) Estimated by respondent",107,"(0) Reported",400,"(1) Estimated by respondent",100,"(1) Estimated by respondent",500,"(1) Estimated by respondent",375,"(1) Estimated by respondent",75,"(1) Estimated by respondent",450,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",8,"(0) Reported",3,"(0) Reported",5,"(0) Reported",2,"(0) Reported",0,"(0) Reported",2,"(0) Reported",10,"(0) Reported"
"796",10958344,"448074074061000000000","448074074","FANNIN COUNTY                                                               ","FANNIN COUNTY JAIL                                                                                  ",2016,"BONHAM                  ","(44) TX","75418     ","48","48147","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",470,"(0) Reported",512,"(0) Reported",0,"(0) Reported",512,"(0) Reported","(1) Yes","(0) Reported",50,"(1) Estimated by respondent",30,"(1) Estimated by respondent",405,"(0) Reported",107,"(0) Reported",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",512,"(0) Reported",0,"(0) Reported",505,"(1) Estimated by respondent",7,"(1) Estimated by respondent",512,"(0) Reported",502,"(1) Estimated by respondent",10,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",512,"(0) Reported",209,"(1) Estimated by respondent",105,"(1) Estimated by respondent",189,"(1) Estimated by respondent",1,"(1) Estimated by respondent",8,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                   ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",512,"(0) Reported",385,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",127,"(0) Reported",0,"(0) Reported",512,"(0) Reported",31,512,"(0) Reported",374,"(1) Estimated by respondent",126,"(1) Estimated by respondent",500,"(1) Estimated by respondent",535,"(0) Reported",1736,"(1) Estimated by respondent",578,"(1) Estimated by respondent",2314,"(1) Estimated by respondent",1781,"(1) Estimated by respondent",594,"(1) Estimated by respondent",2375,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",96,"(1) Estimated by respondent",57,"(1) Estimated by respondent",39,"(1) Estimated by respondent",44,"(1) Estimated by respondent",18,"(1) Estimated by respondent",26,"(1) Estimated by respondent",140,"(1) Estimated by respondent"
"797",10958764,"448104104062000000000","448104104","HASKELL COUNTY                                                              ","ROLLING PLAINS DETENTION CENTER                                                                     ",2016,"HASKELL                 ","(44) TX","79521     ","48","48207","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",508,"(0) Reported",419,"(0) Reported",0,"(0) Reported",419,"(0) Reported","(0) No","(0) Reported",NA,NA,406,"(0) Reported",386,"(0) Reported",33,"(0) Reported",0,"(0) Reported",0,"(0) Reported",419,"(0) Reported",0,"(0) Reported",13,"(0) Reported",406,"(0) Reported",419,"(0) Reported",1,"(0) Reported",12,"(0) Reported","ICE HOLD                                          ",406,"(0) Reported",419,"(0) Reported",94,"(1) Estimated by respondent",45,"(1) Estimated by respondent",275,"(1) Estimated by respondent",2,"(1) Estimated by respondent",3,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",419,"(0) Reported",0,"(0) Reported",0,"(0) Reported",406,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",13,"(0) Reported",0,"(0) Reported",419,"(0) Reported",8,515,"(0) Reported",432,"(0) Reported",32,"(0) Reported",464,"(0) Reported",555,"(0) Reported",5190,"(0) Reported",164,"(0) Reported",5354,"(0) Reported",5148,"(0) Reported",318,"(0) Reported",5466,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",63,"(0) Reported",36,"(0) Reported",27,"(0) Reported",28,"(0) Reported",8,"(0) Reported",20,"(0) Reported",91,"(0) Reported"
"798",10958762,"448146146061000000000","448146146","LIBERTY COUNTY                                                              ","LIBERTY COUNTY JAIL -  COMMUNITY EDUCATION CENTER                                                   ",2016,"LIBERTY                 ","(44) TX","77575     ","48","48291","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",236,"(0) Reported",208,"(0) Reported",0,"(0) Reported",208,"(0) Reported","(0) No","(0) Reported",NA,NA,0,"(0) Reported",177,"(0) Reported",31,"(0) Reported",0,"(0) Reported",0,"(0) Reported",208,"(0) Reported",0,"(0) Reported",41,"(0) Reported",167,"(0) Reported",208,"(0) Reported",139,"(0) Reported",69,"(0) Reported","                                                  ",0,"(0) Reported",208,"(0) Reported",139,"(0) Reported",59,"(0) Reported",10,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",208,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",12,"(0) Reported",1,"(0) Reported",13,"(0) Reported",14,224,"(0) Reported",189,"(0) Reported",34,"(0) Reported",223,"(0) Reported",281,"(0) Reported",3123,"(0) Reported",1016,"(0) Reported",4139,"(0) Reported",3042,"(0) Reported",1031,"(0) Reported",4073,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",53,"(0) Reported",13,"(0) Reported",40,"(0) Reported",9,"(0) Reported",2,"(0) Reported",7,"(0) Reported",62,"(0) Reported"
"799",10958511,"448233233061000000000","448233233","VAL VERDE COUNTY                                                            ","GEO-VAL VERDE CORRECTIONAL FACILITY                                                                 ",2016,"DEL RIO                 ","(44) TX","78840     ","48","48465","(01) 1: certainty jails: large jails and california jails",1.0546875,1,7,"(1) Respondent",1132,"(0) Reported",1235,"(0) Reported",0,"(0) Reported",1235,"(0) Reported","(1) Yes","(0) Reported",2,"(0) Reported",904,"(0) Reported",1105,"(0) Reported",130,"(0) Reported",0,"(0) Reported",0,"(0) Reported",1235,"(0) Reported",0,"(0) Reported",685,"(3) Item imputed",550,"(3) Item imputed",1235,"(0) Reported",652,"(3) Item imputed",583,"(3) Item imputed","                                                  ",0,"(3) Item imputed",1235,"(0) Reported",24,"(0) Reported",8,"(0) Reported",1201,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",2,"(0) Reported",1235,"(0) Reported",1087,"(0) Reported",0,"(0) Reported",35,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",111,"(0) Reported",0,"(0) Reported",0,"(0) Reported",2,"(0) Reported",0,"(0) Reported",1235,"(0) Reported",27,1271,"(0) Reported",1037,"(0) Reported",118,"(0) Reported",1155,"(0) Reported",1440,"(0) Reported",18256,"(0) Reported",2867,"(0) Reported",21123,"(0) Reported",18491,"(0) Reported",3008,"(0) Reported",21499,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",195,"(0) Reported",122,"(0) Reported",73,"(0) Reported",97,"(0) Reported",42,"(0) Reported",55,"(0) Reported",292,"(0) Reported"
"800",10958512,"451001001061000000000","451001001","BEAVER COUNTY                                                               ","BEAVER COUNTY SHERIFFS OFFICE                                                                       ",2016,"BEAVER                  ","(45) UT","84713     ","49","49001","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",365,"(1) Estimated by respondent",377,"(1) Estimated by respondent",0,"(0) Reported",377,"(1) Estimated by respondent","(0) No","(0) Reported",NA,NA,13,"(1) Estimated by respondent",374,"(1) Estimated by respondent",3,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",377,"(1) Estimated by respondent",0,"(0) Reported",366,"(1) Estimated by respondent",11,"(1) Estimated by respondent",377,"(1) Estimated by respondent",366,"(1) Estimated by respondent",11,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",377,"(1) Estimated by respondent",226,"(1) Estimated by respondent",20,"(1) Estimated by respondent",89,"(1) Estimated by respondent",14,"(1) Estimated by respondent",10,"(1) Estimated by respondent",11,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                   ",0,"(0) Reported",7,"(0) Reported",377,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",354,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",354,"(1) Estimated by respondent",28,382,"(1) Estimated by respondent",363,"(1) Estimated by respondent",3,"(1) Estimated by respondent",366,"(0) Reported",404,"(1) Estimated by respondent",492,"(1) Estimated by respondent",22,"(1) Estimated by respondent",514,"(1) Estimated by respondent",426,"(1) Estimated by respondent",39,"(1) Estimated by respondent",465,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",31,"(0) Reported",28,"(0) Reported",3,"(0) Reported",15,"(1) Estimated by respondent",10,"(1) Estimated by respondent",5,"(1) Estimated by respondent",46,"(1) Estimated by respondent"
"801",10958517,"451006006061000000000","451006006","DAVIS COUNTY                                                                ","DAVIS COUNTY SHERIFFS OFFICE                                                                        ",2016,"FARMINGTON              ","(45) UT","84025     ","49","49011","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",692,"(0) Reported",630,"(0) Reported",0,"(1) Estimated by respondent",630,"(1) Estimated by respondent","(1) Yes","(0) Reported",2,"(1) Estimated by respondent",58,"(1) Estimated by respondent",503,"(0) Reported",127,"(0) Reported",0,"(0) Reported",0,"(0) Reported",630,"(0) Reported",0,"(0) Reported",441,"(1) Estimated by respondent",189,"(1) Estimated by respondent",630,"(0) Reported",320,"(1) Estimated by respondent",290,"(1) Estimated by respondent","Holds / Detainers                                 ",20,"(1) Estimated by respondent",630,"(0) Reported",418,"(1) Estimated by respondent",37,"(1) Estimated by respondent",107,"(1) Estimated by respondent",18,"(1) Estimated by respondent",25,"(1) Estimated by respondent",5,"(1) Estimated by respondent",0,"(0) Reported","                                   ",0,"(0) Reported",20,"(1) Estimated by respondent",630,"(0) Reported",62,"(0) Reported",4,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",82,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",148,"(0) Reported",10,648,"(0) Reported",508,"(1) Estimated by respondent",117,"(1) Estimated by respondent",625,"(0) Reported",910,"(0) Reported",7874,"(0) Reported",1650,"(1) Estimated by respondent",9524,"(0) Reported",7371,"(0) Reported",1523,"(0) Reported",8894,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(1) Estimated by respondent",112,"(1) Estimated by respondent",84,"(1) Estimated by respondent",28,"(1) Estimated by respondent",67,"(1) Estimated by respondent",29,"(1) Estimated by respondent",38,"(1) Estimated by respondent",179,"(1) Estimated by respondent"
"802",10958519,"451008008061000000000","451008008","EMERY COUNTY                                                                ","EMERY COUNTY SHERIFFS OFFICE                                                                        ",2016,"CASTLE DALE             ","(45) UT","84513     ","49","49015","(09) 9: 40 =< adp < 103 & juv = 0",9.29508197,9,19,"(1) Respondent",18,"(0) Reported",18,"(1) Estimated by respondent",0,"(1) Estimated by respondent",18,"(1) Estimated by respondent","(0) No","(0) Reported",NA,NA,17,"(1) Estimated by respondent",14,"(1) Estimated by respondent",4,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",18,"(1) Estimated by respondent",0,"(0) Reported",4,"(1) Estimated by respondent",14,"(1) Estimated by respondent",18,"(1) Estimated by respondent",6,"(1) Estimated by respondent",12,"(1) Estimated by respondent","                                                  ",0,"(1) Estimated by respondent",18,"(1) Estimated by respondent",12,"(1) Estimated by respondent",2,"(1) Estimated by respondent",2,"(1) Estimated by respondent",1,"(1) Estimated by respondent",1,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                   ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",18,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                 ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(0) Reported",0,"(1) Estimated by respondent",18,"(1) Estimated by respondent",0,"(1) Estimated by respondent",18,"(1) Estimated by respondent",25,18,"(1) Estimated by respondent",14,"(1) Estimated by respondent",4,"(1) Estimated by respondent",18,"(1) Estimated by respondent",88,"(1) Estimated by respondent",200,"(1) Estimated by respondent",50,"(1) Estimated by respondent",250,"(1) Estimated by respondent",200,"(1) Estimated by respondent",50,"(1) Estimated by respondent",250,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(1) Estimated by respondent",5,"(0) Reported",5,"(0) Reported",0,"(0) Reported",1,"(0) Reported",0,"(0) Reported",1,"(0) Reported",6,"(0) Reported"
"803",10952714,"451018018061000000000","451018018","SALT LAKE COUNTY                                                            ","SALT LAKE COUNTY SHERIFFS OFFICE                                                                    ",2016,"SALT LAKE CITY          ","(45) UT","84119     ","49","49035","(01) 1: certainty jails: large jails and california jails",1.0546875,1,7,"(1) Respondent",1906,"(1) Estimated by respondent",1852,"(1) Estimated by respondent",51,"(1) Estimated by respondent",1903,"(1) Estimated by respondent","(0) No","(0) Reported",NA,NA,4,"(1) Estimated by respondent",1501,"(1) Estimated by respondent",351,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",1852,"(1) Estimated by respondent",0,"(0) Reported",0,"(1) Estimated by respondent",1852,"(1) Estimated by respondent",1852,"(1) Estimated by respondent",1383,"(3) Item imputed",168,"(3) Item imputed","                                                  ",301,"(3) Item imputed",1852,"(1) Estimated by respondent",1538,"(1) Estimated by respondent",183,"(1) Estimated by respondent",0,"(1) Estimated by respondent",56,"(1) Estimated by respondent",75,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                   ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",1852,"(1) Estimated by respondent",16,"(1) Estimated by respondent",0,"(1) Estimated by respondent",20,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                 ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",20,"(1) Estimated by respondent",1,"(1) Estimated by respondent",57,"(1) Estimated by respondent",12,1913,"(1) Estimated by respondent",1566,"(1) Estimated by respondent",368,"(1) Estimated by respondent",1934,"(1) Estimated by respondent",2050,"(0) Reported",21083,"(1) Estimated by respondent",7135,"(1) Estimated by respondent",28218,"(1) Estimated by respondent",22843,"(1) Estimated by respondent",5109,"(1) Estimated by respondent",27952,"(1) Estimated by respondent",51,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                                ",0,"(1) Estimated by respondent",51,"(1) Estimated by respondent",537,"(1) Estimated by respondent",453,"(1) Estimated by respondent",84,"(1) Estimated by respondent",286,"(1) Estimated by respondent",100,"(1) Estimated by respondent",186,"(1) Estimated by respondent",823,"(0) Reported"
"804",10958528,"451020020061000000000","451020020","SANPETE COUNTY                                                              ","SANPETE COUNTY SHERIFFS OFFICE                                                                      ",2016,"MANTI                   ","(45) UT","84642     ","49","49039","(09) 9: 40 =< adp < 103 & juv = 0",9.29508197,9,19,"(1) Respondent",114,"(0) Reported",108,"(0) Reported",0,"(0) Reported",108,"(0) Reported","(1) Yes","(0) Reported",0,"(0) Reported",3,"(1) Estimated by respondent",99,"(0) Reported",9,"(0) Reported",0,"(0) Reported",0,"(0) Reported",108,"(0) Reported",0,"(0) Reported",94,"(1) Estimated by respondent",14,"(1) Estimated by respondent",108,"(0) Reported",94,"(1) Estimated by respondent",14,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",108,"(0) Reported",88,"(0) Reported",2,"(0) Reported",11,"(0) Reported",2,"(0) Reported",1,"(0) Reported",0,"(0) Reported",3,"(0) Reported","                                   ",0,"(0) Reported",1,"(0) Reported",108,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",63,"(0) Reported",0,"(0) Reported",0,"(0) Reported",1,"(1) Estimated by respondent",1,"(1) Estimated by respondent",65,"(0) Reported",11,118,"(0) Reported",104,"(0) Reported",13,"(0) Reported",117,"(0) Reported",128,"(0) Reported",604,"(0) Reported",262,"(0) Reported",866,"(0) Reported",587,"(0) Reported",261,"(0) Reported",848,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",28,"(0) Reported",21,"(0) Reported",7,"(0) Reported",2,"(0) Reported",0,"(0) Reported",2,"(0) Reported",30,"(0) Reported"
